,Topic,Question,CorrectArticleFile,DocumentRetrieved,Match
0,John_Adams,Did John Adams represent the Continental Congress in Europe?,S08_set3_a1,S08_set3_a1,1
1,John_Adams,Did John Adams represent the Continental Congress in Europe?,S08_set3_a1,S08_set3_a1,1
2,John_Adams,Was Adams raised Congregationalist?,S08_set3_a1,S08_set3_a1,1
3,John_Adams,Was Adams raised Congregationalist?,S08_set3_a1,S08_set3_a1,1
4,John_Adams,Was Adams an opponent of the Stamp Act?,S08_set3_a1,S08_set3_a1,1
5,John_Adams,Was Adams an opponent of the Stamp Act?,S08_set3_a1,S08_set3_a1,1
6,John_Adams,When did Adams graduate from college?,S08_set3_a1,S08_set3_a1,1
7,John_Adams,When did Adams graduate from college?,S08_set3_a1,S08_set3_a1,1
8,John_Adams,Who was on the committee with Adams to draft  a Declaration of Independence?,S08_set3_a1,S08_set3_a1,1
9,John_Adams,Who was on the committee with Adams to draft  a Declaration of Independence?,S08_set3_a1,S08_set3_a1,1
10,John_Adams,What did Jefferson call John Adams?,S08_set3_a1,S08_set3_a1,1
11,John_Adams,What did Jefferson call John Adams?,S08_set3_a1,S08_set3_a1,1
12,John_Adams,What was Adams' political party?,S08_set3_a1,S08_set3_a1,1
13,John_Adams,What was Adams' political party?,S08_set3_a1,S08_set3_a1,1
14,John_Adams,Was Adams the first to introduce a bicameral legislature?,S08_set3_a1,S08_set3_a1,1
15,John_Adams,Was Adams the first to introduce a bicameral legislature?,S08_set3_a1,S08_set3_a1,1
16,John_Adams,Did John Adams get along with Alexander Hamilton?,S08_set3_a1,S08_set3_a1,1
17,John_Adams,Did John Adams get along with Alexander Hamilton?,S08_set3_a1,S08_set3_a1,1
18,John_Adams,Did John Adams go to Harvard? ,S08_set3_a1,S08_set3_a1,1
19,John_Adams,Did John Adams go to Harvard? ,S08_set3_a1,S08_set3_a1,1
20,John_Adams,Did John Adams support the Stamp Act of 1765?,S08_set3_a1,S08_set3_a1,1
21,John_Adams,Did John Adams support the Stamp Act of 1765?,S08_set3_a1,S08_set3_a1,1
22,John_Adams,Is Adams' birthplace part of a national park?,S08_set3_a1,S08_set3_a1,1
23,John_Adams,Is Adams' birthplace part of a national park?,S08_set3_a1,S08_set3_a1,1
24,John_Adams,When did John Adams serve as Vice President?,S08_set3_a1,S08_set3_a1,1
25,John_Adams,When did John Adams serve as Vice President?,S08_set3_a1,S08_set3_a1,1
26,John_Adams,With what party did Adams run for presidency?,S08_set3_a1,S08_set3_a1,1
27,John_Adams,With what party did Adams run for presidency?,S08_set3_a1,S08_set3_a1,1
28,John_Adams,Where is Adams buried?,S08_set3_a1,S08_set3_a1,1
29,John_Adams,Where is Adams buried?,S08_set3_a1,S08_set3_a1,1
30,John_Adams,Who were the midnight judges?,S08_set3_a1,S10_set5_a4,0
31,John_Adams,Who were the midnight judges?,S08_set3_a1,S10_set5_a4,0
32,John_Adams,In what ways was Adams opposed by Anderw Hamilton?,S08_set3_a1,S08_set3_a1,1
33,John_Adams,What information did he record in his diary?,S08_set3_a1,S08_set3_a1,1
34,John_Adams,What information did he record in his diary?,S08_set3_a1,S08_set3_a1,1
35,John_Adams,Who was defeated for re-election in the`` Revolution of 1800'' by Thomas Jefferson?,S08_set3_a1,S08_set3_a1,1
36,John_Adams,Who represented the Continental Congress in Europe?,S08_set3_a1,S08_set3_a1,1
37,John_Adams,What is now part of Adams National Historical Park?,S08_set3_a1,S08_set3_a1,1
38,John_Adams,Is it true that adams had spent some time as the ambassador?,S08_set3_a1,S08_set3_a1,1
39,John_Adams,Is it true that massachuS08_setts sent him in 1774?,S08_set3_a1,S08_set3_a1,1
40,John_Adams,Who did MassachuS08_setts send in 1774?,S08_set3_a1,S10_set4_a10,0
41,John_Adams,"Are his last words often quoted as "" Thomas Jefferson survives "" . ?",S08_set3_a1,S08_set3_a1,1
42,John_Adams,"The John Adams Library , housed at the Boston Public Library , contains what?",S08_set3_a1,S08_set3_a1,1
43,John_Adams,Adams ' opponents were what?,S08_set3_a1,S08_set3_a1,1
44,John_Adams,"Did the election of 1800 not become a bitter and volatile battle , with each side expressing extraordinary fear of the other party and its policies ?",S08_set3_a1,S08_set3_a1,1
45,John_Adams,What happened in 1764?,S08_set3_a1,S08_set4_a8,0
46,kangaroo,Is a kangaroo a reptile?,S08_set1_a1,S08_set1_a1,1
47,kangaroo,Is a kangaroo a reptile?,S08_set1_a1,S08_set1_a1,1
48,kangaroo,Is a kangaroo on the Australian coat of arms?,S08_set1_a1,S08_set1_a1,1
49,kangaroo,Is a kangaroo on the Australian coat of arms?,S08_set1_a1,S08_set1_a1,1
50,kangaroo,"Was James Cook the first to record the name ""Kangooroo?""",S08_set1_a1,S10_set4_a2,0
51,kangaroo,"Was James Cook the first to record the name ""Kangooroo?""",S08_set1_a1,S10_set4_a2,0
52,kangaroo,What is a collective noun for kangaroos?,S08_set1_a1,S08_set1_a1,1
53,kangaroo,What is a collective noun for kangaroos?,S08_set1_a1,S08_set1_a1,1
54,kangaroo,Where do joeys complete postnatal development?,S08_set1_a1,S08_set1_a1,1
55,kangaroo,Where do joeys complete postnatal development?,S08_set1_a1,S08_set1_a1,1
56,kangaroo,"What do kangaroos use for ""crawl-walking?""",S08_set1_a1,S08_set1_a1,1
57,kangaroo,"What do kangaroos use for ""crawl-walking?""",S08_set1_a1,S08_set1_a1,1
58,kangaroo,Why do kangaroos have a wide bite?,S08_set1_a1,S08_set1_a1,1
59,kangaroo,Why do kangaroos have a wide bite?,S08_set1_a1,S08_set1_a1,1
60,kangaroo,What is responsible for converting the hydrogen byproduct of fermentation into acetate?,S08_set1_a1,S10_set4_a10,0
61,kangaroo,What is responsible for converting the hydrogen byproduct of fermentation into acetate?,S08_set1_a1,S10_set4_a10,0
62,kangaroo,Are wild kangaroos shot for meat?,S08_set1_a1,S08_set1_a1,1
63,kangaroo,Are wild kangaroos shot for meat?,S08_set1_a1,S08_set1_a1,1
64,kangaroo,Have kangaroos fared well since European S08_settlement?,S08_set1_a1,S08_set1_a1,1
65,kangaroo,Have kangaroos fared well since European S08_settlement?,S08_set1_a1,S08_set1_a1,1
66,kangaroo,Do kangaroos have many natural predators?,S08_set1_a1,S08_set1_a1,1
67,kangaroo,Do kangaroos have many natural predators?,S08_set1_a1,S08_set1_a1,1
68,kangaroo,What is the average life expectancy of a kangaroo?,S08_set1_a1,S08_set1_a1,1
69,kangaroo,What is the average life expectancy of a kangaroo?,S08_set1_a1,S08_set1_a1,1
70,kangaroo,What is the average life expectancy of a kangaroo?,S08_set1_a1,S08_set1_a1,1
71,kangaroo,What is the average life expectancy of a kangaroo?,S08_set1_a1,S08_set1_a1,1
72,kangaroo,When did the first official report of kangaroo blindness take place?,S08_set1_a1,S08_set1_a1,1
73,kangaroo,When did the first official report of kangaroo blindness take place?,S08_set1_a1,S08_set1_a1,1
74,kangaroo,What are vehicles that frequent isolated roads often fitted with?,S08_set1_a1,S09_set3_a7,0
75,kangaroo,What are vehicles that frequent isolated roads often fitted with?,S08_set1_a1,S09_set3_a7,0
76,kangaroo,Do kangaroos eat plants?,S08_set1_a1,S08_set1_a1,1
77,kangaroo,Do kangaroos eat plants?,S08_set1_a1,S08_set1_a1,1
78,kangaroo,What are some extinct predators of the kangaroo?,S08_set1_a1,S08_set1_a1,1
79,kangaroo,What are some extinct predators of the kangaroo?,S08_set1_a1,S08_set1_a1,1
80,kangaroo,Is a Kangaroo a Marsupial?,S08_set1_a1,S08_set1_a1,1
81,kangaroo,Is a Kangaroo a Marsupial?,S08_set1_a1,S08_set1_a1,1
82,kangaroo,Is the kangaroo an herbivour?,S08_set1_a1,S08_set1_a1,1
83,kangaroo,Is the kangaroo an herbivour?,S08_set1_a1,S08_set1_a1,1
84,kangaroo,Are Kangaroos Shy?,S08_set1_a1,S08_set1_a1,1
85,kangaroo,Are Kangaroos Shy?,S08_set1_a1,S08_set1_a1,1
86,kangaroo,What method of locomotion do Kangaroos Use?,S08_set1_a1,S08_set1_a1,1
87,kangaroo,What method of locomotion do Kangaroos Use?,S08_set1_a1,S08_set1_a1,1
88,kangaroo,What is a collective noun for a kangaroo?,S08_set1_a1,S08_set1_a1,1
89,kangaroo,What is a collective noun for a kangaroo?,S08_set1_a1,S08_set1_a1,1
90,kangaroo,What is a roo?,S08_set1_a1,S08_set1_a1,1
91,kangaroo,What is a roo?,S08_set1_a1,S08_set1_a1,1
92,kangaroo,What is used to protect a vehicale from a Kangaroo?,S08_set1_a1,S08_set1_a1,1
93,kangaroo,What is used to protect a vehicale from a Kangaroo?,S08_set1_a1,S08_set1_a1,1
94,kangaroo,What method is used by Kangaroos to travel?,S08_set1_a1,S08_set1_a1,1
95,kangaroo,What method is used by Kangaroos to travel?,S08_set1_a1,S08_set1_a1,1
96,kangaroo,Who asked a nearby local what the creatures were called?,S08_set1_a1,S08_set1_a1,1
97,kangaroo,What are four species that are commonly referred to as kangaroos?,S08_set1_a1,S08_set1_a1,1
98,kangaroo,Are kangaroos and wallabies adept swimmers?,S08_set1_a1,S08_set1_a1,1
99,kangaroo,Are kangaroos farmed to any extent?,S08_set1_a1,S08_set1_a1,1
100,kangaroo,Who also discovered that less than three percent of kangaroos exposed to the virus developed blindness ?,S08_set1_a1,S08_set1_a1,1
101,kangaroo,Different species of kangaroos eat what?,S08_set1_a1,S08_set1_a1,1
102,kangaroo,Have Kangaroos dazzled by headlights or startled by engine noise been known to leap in front of cars ?,S08_set1_a1,S08_set1_a1,1
103,kangaroo,Is a collision with a vehicle capable of killing a kangaroo ?,S08_set1_a1,S08_set1_a1,1
104,kangaroo,Was the game of Marn grook played using a ball made from kangaroo by the Kurnai people ?,S08_set1_a1,S08_set1_a1,1
105,kangaroo,"Have kangaroos large , powerful hind legs , large feet adapted for leaping , a long muscular tail for balance , and a small head ?",S08_set1_a1,S08_set1_a1,1
106,kangaroo,"Is a kangaroo a marsupial from the family macropodidae -LRB- macropods , meaning (`` ` large foot ('' ' -RRB-?",S08_set1_a1,S08_set1_a1,1
107,kangaroo,What kinds of changes have larger kangaroos adapted much better to?,S08_set1_a1,S08_set1_a1,1
108,kangaroo,Have larger kangaroos adapted much better to changes?,S08_set1_a1,S08_set1_a1,1
109,Liechtenstein,Is Liechtenstein bordered by Switzerland?,S08_set2_a1,S08_set2_a1,1
110,Liechtenstein,Is Liechtenstein bordered by Switzerland?,S08_set2_a1,S08_set2_a1,1
111,Liechtenstein,Is Liechtenstein the smallest German-speaking country in the world?,S08_set2_a1,S08_set2_a1,1
112,Liechtenstein,Is Liechtenstein the smallest German-speaking country in the world?,S08_set2_a1,S08_set2_a1,1
113,Liechtenstein,Was Liechtenstein part of the ancient Roman province of Raetia?,S08_set2_a1,S08_set2_a1,1
114,Liechtenstein,Was Liechtenstein part of the ancient Roman province of Raetia?,S08_set2_a1,S08_set2_a1,1
115,Liechtenstein,When was the first factory opened?,S08_set2_a1,S08_set4_a2,0
116,Liechtenstein,When was the first factory opened?,S08_set2_a1,S08_set4_a2,0
117,Liechtenstein,How many municipalities is Liechtenstein divided into?,S08_set2_a1,S08_set2_a1,1
118,Liechtenstein,How many municipalities is Liechtenstein divided into?,S08_set2_a1,S08_set2_a1,1
119,Liechtenstein,What is the national currency of Liechtenstein?,S08_set2_a1,S08_set2_a1,1
120,Liechtenstein,What is the national currency of Liechtenstein?,S08_set2_a1,S08_set2_a1,1
121,Liechtenstein,Has Leichtenstein worked to promote the county's image by prosecuting international money-laundering?,S08_set2_a1,S10_set3_a8,0
122,Liechtenstein,What company administers Leichtenstein's railways?,S08_set2_a1,S09_set3_a9,0
123,Liechtenstein,What company administers Leichtenstein's railways?,S08_set2_a1,S09_set3_a9,0
124,Liechtenstein,What percentage of Liechtenstein's population is foreign-born?,S08_set2_a1,S08_set2_a1,1
125,Liechtenstein,What percentage of Liechtenstein's population is foreign-born?,S08_set2_a1,S08_set2_a1,1
126,Liechtenstein,Is there an airport in Liechtenstein?,S08_set2_a1,S08_set2_a1,1
127,Liechtenstein,Is there an airport in Liechtenstein?,S08_set2_a1,S08_set2_a1,1
128,Liechtenstein,Is Liechtenstein heavily urbanized?,S08_set2_a1,S08_set2_a1,1
129,Liechtenstein,Is Liechtenstein heavily urbanized?,S08_set2_a1,S08_set2_a1,1
130,Liechtenstein,Is Liechtenstein heavily urbanized?,S08_set2_a1,S08_set2_a1,1
131,Liechtenstein,Is Liechtenstein doubly landlocked?,S08_set2_a1,S08_set2_a1,1
132,Liechtenstein,Is Liechtenstein doubly landlocked?,S08_set2_a1,S08_set2_a1,1
133,Liechtenstein,Does Liechtenstein have an army?,S08_set2_a1,S08_set2_a1,1
134,Liechtenstein,Does Liechtenstein have an army?,S08_set2_a1,S08_set2_a1,1
135,Liechtenstein,When was Liechtenstein's current constitution adopted?,S08_set2_a1,S08_set2_a1,1
136,Liechtenstein,When was Liechtenstein's current constitution adopted?,S08_set2_a1,S08_set2_a1,1
137,Liechtenstein,What is the official language of Liechtenstein?,S08_set2_a1,S08_set2_a1,1
138,Liechtenstein,What is the official language of Liechtenstein?,S08_set2_a1,S08_set2_a1,1
139,Liechtenstein,What countries border Liechtenstein?,S08_set2_a1,S08_set2_a1,1
140,Liechtenstein,What countries border Liechtenstein?,S08_set2_a1,S08_set2_a1,1
141,Liechtenstein,What Roman province was Liechtenstein part of?,S08_set2_a1,S08_set2_a1,1
142,Liechtenstein,What Roman province was Liechtenstein part of?,S08_set2_a1,S08_set2_a1,1
143,Liechtenstein,How many municipalities are within Oberland?,S08_set2_a1,S09_set3_a6,0
144,Liechtenstein,How many municipalities are within Oberland?,S08_set2_a1,S09_set3_a6,0
145,Liechtenstein,What is the smallest German-speaking country in the world?,S08_set2_a1,S09_set5_a2,0
146,Liechtenstein,"The Savings and Loans Bank was founded, as was the first cotton-weaving mill in what year?",S08_set2_a1,S08_set4_a2,0
147,Liechtenstein,What enjoys one of the world's highest standards of living?,S08_set2_a1,S09_set5_a2,0
148,Liechtenstein,Does the state court rule on the conformity of laws?,S08_set2_a1,S08_set2_a8,0
149,Liechtenstein,What do most recognizable international company and largest employer have in common?,S08_set2_a1,S09_set3_a1,0
150,Liechtenstein,Was Liechtenstein completed in November 2000?,S08_set2_a1,S08_set2_a1,1
151,Liechtenstein,What completed in November?,S08_set2_a1,S10_set3_a1,0
152,Liechtenstein,The State Court rules what?,S08_set2_a1,S08_set2_a10,0
153,Liechtenstein,The Historical Society of the Principality of Liechtenstein plays what?,S08_set2_a1,S08_set2_a1,1
154,Liechtenstein,Is the museum collection also the national art collection of Liechtenstein ?,S08_set2_a1,S08_set2_a1,1
155,Liechtenstein,Is there a small heliport at Balzers in Liechtenstein available for charter helicopter flights ?,S08_set2_a1,S08_set2_a1,1
156,Liechtenstein,Are nationals referred to by the plural : Liechtensteiners ?,S08_set2_a1,S08_set2_a1,1
157,Liechtenstein,"Is it a winter sports resort , although it is perhaps best known as a tax haven ?",S08_set2_a1,S08_set2_a1,1
158,Liechtenstein,Is it a winter sports resort?,S08_set2_a1,S08_set2_a2,0
159,Liechtenstein,Is it the smallest german-speaking country in the world?,S08_set2_a1,S09_set5_a2,0
160,Liechtenstein,"What happened in moravia , lower austria , silesia , and styria , though in all cases , these territories were held in fief under other more senior feudal lords?",S08_set2_a1,S08_set2_a1,1
161,Blaise_Pascal,Was Blaise Pascal a mathematician of the first order?,S09_set4_a4,S10_set4_a4,1
162,Blaise_Pascal,Was Blaise Pascal a mathematician of the first order?,S09_set4_a4,S10_set4_a4,1
163,Blaise_Pascal,Could Blaise Pascal move without crutches?,S09_set4_a4,S10_set4_a4,1
164,Blaise_Pascal,Could Blaise Pascal move without crutches?,S09_set4_a4,S10_set4_a4,1
165,Blaise_Pascal,Has the name Pascal been given to the SI unit of pressure?,S09_set4_a4,S08_set4_a4,1
166,Blaise_Pascal,Has the name Pascal been given to the SI unit of pressure?,S09_set4_a4,S08_set4_a4,1
167,Blaise_Pascal,From what did Pascal suffer throughout his life?,S09_set4_a4,S08_set4_a4,1
168,Blaise_Pascal,From what did Pascal suffer throughout his life?,S09_set4_a4,S08_set4_a4,1
169,Blaise_Pascal,What did Pascal argue was as perfect as possible?,S09_set4_a4,S08_set4_a4,1
170,Blaise_Pascal,What did Pascal argue was as perfect as possible?,S09_set4_a4,S08_set4_a4,1
171,Blaise_Pascal,What is the best physician?,S09_set4_a4,S08_set4_a4,1
172,Blaise_Pascal,Who was the eldest sibling?,S09_set4_a4,S10_set5_a2,0
173,Blaise_Pascal,"Aside from the Provincial Letters' religious influence, were they popular as a literary work?",S09_set4_a4,S08_set2_a8,0
174,Blaise_Pascal,"Aside from the Provincial Letters' religious influence, were they popular as a literary work?",S09_set4_a4,S08_set2_a8,0
175,Blaise_Pascal,Of whose continual poor health was the cause never precisely determined?,S09_set4_a4,S10_set4_a6,0
176,London,Is London the capital of the United Kingdom?,S09_set3_a1,S09_set3_a1,1
177,London,Is London the capital of the United Kingdom?,S09_set3_a1,S09_set3_a1,1
178,London,Does London's population draw from a wide range of religions?,S09_set3_a1,S09_set3_a1,1
179,London,Does London's population draw from a wide range of religions?,S09_set3_a1,S09_set3_a1,1
180,London,Did Caunte take control of the English throne in 101?,S09_set3_a1,S09_set5_a1,0
181,London,Over how many languages are spoken in London?,S09_set3_a1,S09_set3_a1,1
182,London,Over how many languages are spoken in London?,S09_set3_a1,S09_set3_a1,1
183,London,What had the Anglo-Saxons created by the 600s?,S09_set3_a1,S09_set5_a1,0
184,London,What had the Anglo-Saxons created by the 600s?,S09_set3_a1,S09_set5_a1,0
185,London,What city in the UK has been subjected to bouts of terrorism?,S09_set3_a1,S09_set3_a1,1
186,London,What city in the UK has been subjected to bouts of terrorism?,S09_set3_a1,S09_set3_a1,1
187,London,What countries did James VI of Scotland unite?,S09_set3_a1,S10_set4_a2,0
188,London,What countries did James VI of Scotland unite?,S09_set3_a1,S10_set4_a2,0
189,London,How did civil wars affect England during the Middle Ages?,S09_set3_a1,S09_set3_a1,1
190,Blaise_Pascal,Who was Blaise Pascal's father?,S10_set4_a4,S10_set4_a4,1
191,Blaise_Pascal,Who was Blaise Pascal's father?,S10_set4_a4,S10_set4_a4,1
192,Blaise_Pascal,Was Pascal a French mathematician?,S10_set4_a4,S08_set4_a4,1
193,Blaise_Pascal,Was Pascal a French mathematician?,S10_set4_a4,S08_set4_a4,1
194,Blaise_Pascal,Did Pascal have poor health throughout his life?,S10_set4_a4,S08_set4_a4,1
195,Blaise_Pascal,Did Pascal have poor health throughout his life?,S10_set4_a4,S08_set4_a4,1
196,Blaise_Pascal,How old was Pascal when he lost his mother?,S10_set4_a4,S08_set4_a4,1
197,Blaise_Pascal,How old was Pascal when he lost his mother?,S10_set4_a4,S08_set4_a4,1
198,Blaise_Pascal,Who was Pascal's younger sister?,S10_set4_a4,S08_set4_a4,1
199,Blaise_Pascal,Who was Pascal's younger sister?,S10_set4_a4,S08_set4_a4,1
200,Blaise_Pascal,What led Pascal to his religious conversion?,S10_set4_a4,S08_set4_a4,1
201,Blaise_Pascal,What led Pascal to his religious conversion?,S10_set4_a4,S08_set4_a4,1
202,Blaise_Pascal,How old was Pascal when he died?,S10_set4_a4,S08_set4_a4,1
203,Blaise_Pascal,How old was Pascal when he died?,S10_set4_a4,S08_set4_a4,1
204,Blaise_Pascal,Did Pascal write about cycloid before 1658?,S10_set4_a4,S08_set4_a4,1
205,Blaise_Pascal,Is there a programming language called Pascal?,S10_set4_a4,S08_set4_a4,1
206,Blaise_Pascal,Is there a programming language called Pascal?,S10_set4_a4,S08_set4_a4,1
207,Blaise_Pascal,Crowds of believers came to see and kiss the thorn; all of Catholic where acclaimed a miracle?,S10_set4_a4,S10_set4_a4,1
208,Blaise_Pascal,Wasn't Blaise Pascal a work of Desargues on conic sections?,S10_set4_a4,S08_set4_a4,1
209,Blaise_Pascal,Who died the next morning?,S10_set4_a4,S08_set4_a4,1
210,Blaise_Pascal,When did his father die?,S10_set4_a4,S08_set4_a6,0
211,Blaise_Pascal,When did his father die?,S10_set4_a4,S08_set4_a6,0
212,Blaise_Pascal,"Was he a child prodigy who was educated by his father, a civil servant?",S10_set4_a4,S09_set2_a8,0
213,Blaise_Pascal,"Was Pascal's earliest work in the natural and applied sciences where he made important contributions to the construction of mechanical calculators, the study of fluids, and clarified the concepts of pressure and vacuum by generalizing the work of Evangelista Torricelli?",S10_set4_a4,S08_set4_a4,0
214,Blaise_Pascal,Did Pascal also write in defense of the scientific method?,S10_set4_a4,S08_set4_a4,1
215,Pablo_Picasso,What happened in 1968 through 1971?,S10_set6_a1,S08_set4_a8,0
216,Pablo_Picasso,What happened in 1838?,S10_set6_a1,S08_set4_a8,0
217,Pablo_Picasso,"Who was not long in finding another lover, Jacqueline Roque?",S10_set6_a1,S10_set6_a1,1
218,Pablo_Picasso,When did Picasso make his first trip to Paris?,S10_set6_a1,S10_set6_a1,1
219,Pablo_Picasso,Give an example of the most comprehensive records extant of any major artists beginnings. ,S10_set6_a1,S10_set6_a7,0
220,Pablo_Picasso,Is in the 1996 movie Surviving Picasso Picasso played by actor Anthony Hopkins?,S10_set6_a1,S10_set6_a1,1
221,Pablo_Picasso,Is the U.S. copyright representative for the Picasso Administration the Artists Rights Society?,S10_set6_a1,S10_set6_a1,1
222,Pablo_Picasso,Is he one of the most recognized figures in 20th-century art?,S10_set6_a1,S10_set6_a9,0
223,Pablo_Picasso,Is he best known for co-founding the Cubist movement and for the wide variety of styles embodied in his work?,S10_set6_a1,S10_set6_a1,1
224,Pablo_Picasso,"Are among his most famous works the proto-Cubist Les Demoiselles d'Avignon (1907) and Guernica (1937), his portrayal of the German bombing of Guernica during the Spanish Civil War?",S10_set6_a1,S10_set6_a1,1
225,Piano,Are pianos used in Western music?,S10_set2_a1,S09_set2_a1,1
226,Piano,Are pianos used in Western music?,S10_set2_a1,S09_set2_a1,1
227,Piano,"Are ""upright pianos"" called ""vertical pianos""?",S10_set2_a1,S09_set2_a1,1
228,Piano,"Are ""upright pianos"" called ""vertical pianos""?",S10_set2_a1,S09_set2_a1,1
229,Piano,Did Bartolomeo Cristofori invent the modern piano?,S10_set2_a1,S09_set2_a1,1
230,Piano,Did Bartolomeo Cristofori invent the modern piano?,S10_set2_a1,S09_set2_a1,1
231,Piano,What is the middle pedal called on grand pianos?,S10_set2_a1,S09_set2_a1,1
232,Piano,What is the middle pedal called on grand pianos?,S10_set2_a1,S09_set2_a1,1
233,Piano,How many black keys do modern pianos have?,S10_set2_a1,S09_set2_a1,1
234,Piano,How many black keys do modern pianos have?,S10_set2_a1,S09_set2_a1,1
235,Piano,What is the sustain pedal called?,S10_set2_a1,S09_set2_a1,1
236,Piano,What is the sustain pedal called?,S10_set2_a1,S09_set2_a1,1
237,Piano,Where is Irving Berlin's piano located?,S10_set2_a1,S09_set2_a1,1
238,Piano,Where is Irving Berlin's piano located?,S10_set2_a1,S09_set2_a1,1
239,Piano,What kind of piano did Irving Berlin play?,S10_set2_a1,S09_set2_a1,1
240,Piano,What kind of piano did Irving Berlin play?,S10_set2_a1,S09_set2_a1,1
241,Piano,Is the left-most pedal on a grand piano called the una corda?,S10_set2_a1,S09_set2_a1,1
242,Piano,Is the left-most pedal on a grand piano called the una corda?,S10_set2_a1,S09_set2_a1,1
243,Piano,Is it advantageous for a grand piano's metal plate to be quite massive?,S10_set2_a1,S09_set2_a1,1
244,Piano,Is it advantageous for a grand piano's metal plate to be quite massive?,S10_set2_a1,S09_set2_a1,1
245,Piano,Is the mechanism in an upright piano perpendicular to its keys?,S10_set2_a1,S09_set2_a1,1
246,Piano,Is the mechanism in an upright piano perpendicular to its keys?,S10_set2_a1,S09_set2_a1,1
247,Piano,About how tall is a typical studio piano?,S10_set2_a1,S09_set2_a1,1
248,Piano,About how tall is a typical studio piano?,S10_set2_a1,S09_set2_a1,1
249,Piano,What are a piano's keys generally made of?,S10_set2_a1,S09_set2_a1,1
250,Piano,What are a piano's keys generally made of?,S10_set2_a1,S09_set2_a1,1
251,Piano,How many total keys does a typical modern piano have?,S10_set2_a1,S09_set2_a1,1
252,Piano,How many total keys does a typical modern piano have?,S10_set2_a1,S09_set2_a1,1
253,Piano,Why are upright pianos more compact?,S10_set2_a1,S09_set2_a1,1
254,Piano,Why are upright pianos more compact?,S10_set2_a1,S09_set2_a1,1
255,Piano,Do older pianos have more keys than modern pianos?,S10_set2_a1,S09_set2_a1,1
256,Piano,Do older pianos have more keys than modern pianos?,S10_set2_a1,S09_set2_a1,1
257,Piano,What are the names of a piano's pedals?,S10_set2_a1,S09_set2_a1,1
258,Piano,What are the names of a piano's pedals?,S10_set2_a1,S09_set2_a1,1
